dog_DogID,dog_Tattoo,dog_CallName,dog_LitterID,dog_BreederID,dog_DOB,dog_Sex,dog_StatusChangeDate,dog_SubStatusCode,dbc_DogBreedDescription,Dog_EndReasonText,dbcc_ColorDescription,ogr_RelationID,ogr_PersonID,ogr_DateStart,ogr_DateEnd,ogr_DateRefused,Relationship_Description
20500,5S315,Sparky,S315,7105,10/29/15,M,10/29/15,1,Labrador Retriever,No_END,Black,52210,22749,12/30/15,,,Puppy Raiser/primary
20496,1S315,Spirit,S315,7105,10/29/15,F,10/29/15,1,Labrador Retriever,No_END,Yellow,52212,4909,12/30/15,,,Adopter of dog
20506,6T315,Topher,T315,7105,11/6/15,M,11/6/15,1,German Shepherd,No_END,Black/tan,52223,14273,12/31/15,,,Adopter of dog
20494,9R315,Raj,R315,7105,10/22/15,M,12/17/15,2,Labrador Retriever,No_END,Yellow,52203,20181,12/27/15,,,Puppy Raiser/primary
20490,5R315,Rhyme,R315,7105,10/22/15,F,12/18/15,2,Labrador Retriever,No_END,Yellow,52213,4909,12/30/15,,,Adopter of dog
20491,6R315,Regal,R315,7105,10/22/15,F,12/18/15,3,Labrador Retriever,No_END,Black,52192,18842,12/20/15,,,Puppy Raiser/primary
20455,2M315,Maggie,M315,7105,10/7/15,F,11/30/15,3,Labrador Retriever,No_END,Black,52193,20106,12/19/15,,,Puppy Raiser/primary
20480,4P315,Peace,P315,7105,10/21/15,F,12/17/15,3,Labrador Retriever,No_END,Yellow,52179,26252,12/19/15,,,Puppy Raiser/primary
20488,3R315,Riley,R315,7105,10/22/15,F,12/17/15,3,Labrador Retriever,No_END,Yellow,52191,21435,12/20/15,,,Puppy Raiser/primary
18413,6K313,Kenner,K313,7105,8/16/13,M,12/16/14,17,Labrador Retriever,No_END,Black,47324,17477,11/23/13,7/18/14,,Puppy Raiser/primary
18558,8T313,Treasure,T313,7105,9/13/13,F,1/14/16,17,Labrador Retriever,No_END,Yellow,47326,26260,11/23/13,2/24/15,,Puppy Raiser/primary
18519,4P313,Peru,P313,7105,9/7/13,M,2/24/15,17,Labrador Retriever,No_END,Black,47328,26261,11/23/13,2/12/14,,Puppy Raiser/primary
18413,6K313,Kenner,K313,7105,8/16/13,M,12/16/14,17,Labrador Retriever,No_END,Black,47329,17582,11/23/13,,,Veterinary sponsor for pups
18611,8A413,Angelo,A413,7105,9/20/13,M,2/25/15,17,Labrador Retriever,No_END,Yellow,47345,19428,12/1/13,2/24/15,,Puppy Raiser/primary
18058,7SS13,Sammi,SS13,7105,6/24/13,F,11/11/14,17,Labrador Retriever,No_END,Black,46796,4517,8/27/13,11/11/14,,Puppy Raiser/primary
18755,10H413,Hayes,H413,7105,11/3/13,M,10/19/15,17,Labrador Retriever,No_END,Yellow,47609,22604,1/1/14,3/24/15,10/5/15,Puppy Raiser/primary
17330,7T312,Travis,T312,7105,8/15/12,M,2/18/14,17,Labrador Retriever,No_END,Black,44963,25199,10/27/12,2/18/14,,Puppy Raiser/primary
17383,2D412,Daria,D412,7105,9/18/12,F,2/18/14,17,Labrador Retriever,No_END,Black,45156,17463,12/7/12,2/18/14,,Puppy Raiser/primary
19003,1J14,Judith,J14,7105,2/21/14,F,7/21/15,17,Labrador Retriever,No_END,Black,48263,10160,4/25/14,7/21/15,,Puppy Raiser/primary
18824,6M413,Mickey,M413,7105,11/20/13,M,5/7/15,17,Labrador Retriever,No_END,Yellow,48271,7387,2/6/14,,,Veterinary sponsor for pups
19028,5K14,Kit,K14,7105,3/1/14,F,9/29/15,17,Labrador Retriever,No_END,Yellow,48291,22618,4/29/14,8/18/15,,Puppy Raiser/primary
19032,9K14,Kendalee,K14,7105,3/1/14,F,9/23/15,17,Labrador Retriever,No_END,Yellow,48292,23699,4/29/14,1/3/15,,Puppy Raiser/primary
19024,1K14,Kelley,K14,7105,3/1/14,F,9/2/15,17,Labrador Retriever,No_END,Yellow,48299,26665,4/29/14,8/18/15,,Puppy Raiser/primary
18906,3D14,David,D14,7105,1/19/14,M,4/28/15,17,Labrador Retriever,No_END,Black,48305,17340,4/29/14,4/28/15,,Puppy Raiser/primary
17639,5F13,Filene,F13,7105,1/23/13,F,5/20/14,17,Labrador Retriever,No_END,Black,45857,24538,4/7/13,5/20/14,,Puppy Raiser/primary
17778,7L13,Lia,L13,7105,2/18/13,F,1/8/16,17,Labrador Retriever,No_END,Black,45960,25539,4/18/13,8/12/14,,Puppy Raiser/primary
17998,2JJ13,Jockey,JJ13,7105,5/30/13,M,4/17/15,17,Labrador Retriever,No_END,Black,47181,24504,10/28/13,,,Secondary Raiser
18862,1S413,Secret,S413,7105,12/24/13,F,5/19/15,17,Labrador Retriever,No_END,Yellow,47897,17611,3/4/14,5/19/15,,Puppy Raiser/primary
19318,10KK14,Kennedy,KK14,7105,6/13/14,M,10/14/15,17,Labrador Retriever,No_END,Yellow,48936,14429,8/16/14,10/13/15,,Puppy Raiser/primary
19290,8GG14,Gino,GG14,7105,6/3/14,M,9/15/15,17,Labrador Retriever,No_END,Black,48937,25109,8/16/14,9/15/15,,Puppy Raiser/primary
19301,2II14,Iowa,II14,7105,6/6/14,M,9/15/15,17,Labrador Retriever,No_END,Yellow,48938,21642,8/16/14,9/15/15,,Puppy Raiser/primary
19063,5M14,Mark,M14,7105,3/11/14,M,7/21/15,17,German Shepherd,No_END,Black/tan,48940,11137,8/19/14,7/21/15,,Puppy Raiser/primary
19333,3NN14,Nan,NN14,7105,6/24/14,F,9/15/15,17,Labrador Retriever,No_END,Yellow,49674,25108,11/22/14,9/15/15,,Puppy Raiser/primary
19471,4C314,Chris,C314,7105,8/15/14,M,12/15/15,17,Labrador Retriever,No_END,Yellow,49442,27092,10/26/14,12/15/15,,Puppy Raiser/primary
18160,1D313,Dalton,D313,7105,7/24/13,M,12/16/14,17,Labrador Retriever,No_END,Yellow,49457,23293,10/31/14,12/16/14,,Puppy Raiser/primary
19087,3N14,Nettles,N14,7105,3/14/14,F,9/16/15,17,Labrador Retriever,No_END,Yellow,49468,27230,9/17/14,,,Veterinary sponsor for pups
17778,7L13,Lia,L13,7105,2/18/13,F,1/8/16,17,Labrador Retriever,No_END,Black,46312,15883,4/22/13,,,Veterinary sponsor for pups
17955,6FF13,Fievel,FF13,7105,5/7/13,M,9/9/14,17,Labrador/Golden Cross,No_END,Black/tan,46370,14280,7/2/13,9/9/14,,Puppy Raiser/primary
17933,6CC13,Clancey,CC13,7105,4/26/13,M,9/26/14,17,Labrador Retriever,No_END,Black,46414,25760,6/27/13,9/9/14,,Puppy Raiser/primary
17985,4HH13,Hodges,HH13,7105,5/20/13,M,9/9/14,17,Labrador Retriever,No_END,Yellow,46488,6473,7/19/13,9/9/14,,Puppy Raiser/primary
17991,4II13,Ian,II13,7105,5/29/13,M,7/24/13,17,Labrador Retriever,No_END,Yellow,46511,25866,7/24/13,10/22/14,,Puppy Raiser/primary
17998,2JJ13,Jockey,JJ13,7105,5/30/13,M,4/17/15,17,Labrador Retriever,No_END,Black,46546,25659,7/30/13,10/14/14,,Puppy Raiser/primary
18044,2RR13,Ricardo,RR13,7105,6/23/13,M,10/22/14,17,Labrador Retriever,No_END,Yellow,46839,26045,9/2/13,10/22/14,,Puppy Raiser/primary
18132,6E313,Esme,E313,7105,7/21/13,F,12/16/14,17,Labrador Retriever,No_END,Yellow,46857,20801,9/17/13,12/16/14,,Puppy Raiser/primary
18160,1D313,Dalton,D313,7105,7/24/13,M,12/16/14,17,Labrador Retriever,No_END,Yellow,46944,24319,9/20/13,10/31/14,,Puppy Raiser/primary
18434,10L313,Lyra,L313,7105,8/21/13,F,1/30/15,17,Labrador Retriever,No_END,Black,47282,25921,11/1/13,1/28/15,,Puppy Raiser/primary
18434,10L313,Lyra,L313,7105,8/21/13,F,1/30/15,17,Labrador Retriever,No_END,Black,47283,25234,11/1/13,12/13/13,,Secondary Raiser
18494,1O313,Olivia,O313,7105,9/3/13,F,2/24/15,17,Labrador Retriever,No_END,Yellow,47297,26204,11/19/13,2/24/15,,Puppy Raiser/primary
19133,6T14,Triton,T14,7105,3/25/14,M,9/15/15,17,German Shepherd,No_END,Black/tan,48671,5649,6/26/14,9/15/15,,Puppy Raiser/primary
19174,4Y14,York,Y14,7105,4/15/14,M,8/18/15,17,Labrador Retriever,No_END,Yellow,48672,7363,6/24/14,,,Veterinary sponsor for pups
18835,8N413,Noya,N413,7105,11/26/13,F,3/25/15,17,Labrador Retriever,No_END,Black,48673,26586,6/27/14,3/24/15,,Puppy Raiser/primary
19154,2W14,Walton,W14,7105,4/9/14,M,7/21/15,17,Labrador Retriever,No_END,Black,48674,2676,6/28/14,7/21/15,,Puppy Raiser/primary
19176,6Y14,Yankee,Y14,7105,4/15/14,M,8/18/15,17,Labrador Retriever,No_END,Yellow,48676,21596,6/22/14,8/18/15,,Puppy Raiser/primary
19161,9W14,Wilkie,W14,7105,4/9/14,M,7/21/15,17,Labrador Retriever,No_END,Black,48677,19061,7/25/14,7/21/15,,Puppy Raiser/primary
19178,8Y14,Yarrow,Y14,7105,4/15/14,F,7/21/15,17,Labrador Retriever,No_END,Yellow,48678,11633,7/25/14,7/21/15,,Puppy Raiser/primary
19155,3W14,Ward,W14,7105,4/9/14,M,8/18/15,17,Labrador Retriever,No_END,Black,48701,2777,6/17/14,8/18/15,,Puppy Raiser/primary
19173,3Y14,Yale,Y14,7105,4/15/14,M,8/18/15,17,Labrador Retriever,No_END,Black,48702,26756,7/2/14,8/18/15,,Puppy Raiser/primary
19204,9BB14,Boone,BB14,7105,5/7/14,M,7/21/15,17,Labrador Retriever,No_END,Black,48704,5199,7/2/14,7/21/15,,Puppy Raiser/primary
19133,6T14,Triton,T14,7105,3/25/14,M,9/15/15,17,German Shepherd,No_END,Black/tan,48718,17434,6/30/14,,,Veterinary sponsor for pups
19056,4L14,Liza,L14,7105,3/6/14,F,9/29/15,17,Labrador Retriever,No_END,Yellow,48723,12695,6/27/14,8/18/15,,Puppy Raiser/primary
18554,4T313,Twilight,T313,7105,9/13/13,F,2/24/15,17,Labrador Retriever,No_END,Black,47452,24691,12/15/13,12/31/13,,Puppy Raiser/primary
18640,3B413,Barnum,B413,7105,9/28/13,M,8/17/15,17,Labrador Retriever,No_END,Yellow,47464,6613,12/14/13,1/28/15,8/11/15,Puppy Raiser/primary
18639,2B413,Bridger,B413,7105,9/28/13,M,1/28/15,17,Labrador Retriever,No_END,Yellow,47474,24564,12/18/13,1/28/15,,Puppy Raiser/primary
18482,5N313,Noel,N313,7105,9/1/13,F,1/28/15,17,Labrador Retriever,No_END,Yellow,47478,25823,11/2/13,1/28/15,,Puppy Raiser/primary
18554,4T313,Twilight,T313,7105,9/13/13,F,2/24/15,17,Labrador Retriever,No_END,Black,47516,26275,12/31/13,2/24/15,,Puppy Raiser/primary
18804,4K413,Kayak,K413,7105,11/15/13,M,5/5/15,17,Labrador Retriever,No_END,Yellow,47669,26432,1/21/14,1/20/15,,Puppy Raiser/primary
18818,10L413,Logan,L413,7105,11/19/13,M,4/28/15,17,Labrador Retriever,No_END,Black,47677,2481,1/21/14,4/28/15,,Puppy Raiser/primary
18818,10L413,Logan,L413,7105,11/19/13,M,4/28/15,17,Labrador Retriever,No_END,Black,47678,12914,1/21/14,,,Veterinary sponsor for pups
18818,10L413,Logan,L413,7105,11/19/13,M,4/28/15,17,Labrador Retriever,No_END,Black,47679,21575,1/21/14,,,Secondary Raiser
19087,3N14,Nettles,N14,7105,3/14/14,F,9/16/15,17,Labrador Retriever,No_END,Yellow,48510,7743,5/21/14,,,Veterinary sponsor for pups
19035,12K14,Kismet,K14,7105,3/1/14,F,7/8/15,17,Labrador Retriever,No_END,Yellow,48512,7526,5/21/14,,,Veterinary sponsor for pups
19129,2T14,Temple,T14,7105,3/25/14,F,8/27/15,17,German Shepherd,No_END,Black/tan,48535,7799,6/1/14,,,Veterinary sponsor for pups
19159,7W14,Wisdom,W14,7105,4/9/14,F,8/18/15,17,Labrador Retriever,No_END,Black,48558,26531,6/8/14,8/18/15,,Puppy Raiser/primary
19028,5K14,Kit,K14,7105,3/1/14,F,9/29/15,17,Labrador Retriever,No_END,Yellow,48609,22713,4/30/14,,,Veterinary sponsor for pups
19162,10W14,Winthrop,W14,7105,4/9/14,M,7/21/15,17,Labrador Retriever,No_END,Black,48612,23258,6/10/14,7/21/15,,Puppy Raiser/primary
19154,2W14,Walton,W14,7105,4/9/14,M,7/21/15,17,Labrador Retriever,No_END,Black,48613,26852,6/9/14,6/28/14,,Puppy Raiser/primary
19150,6V14,Vern,V14,7105,4/6/14,M,7/21/15,17,Labrador Retriever,No_END,Yellow,48614,26622,6/9/14,7/21/15,,Puppy Raiser/primary
19175,5Y14,Yodel,Y14,7105,4/15/14,F,7/25/15,17,Labrador Retriever,No_END,Yellow,48615,21999,6/14/14,6/16/14,,Puppy Raiser/primary
19162,10W14,Winthrop,W14,7105,4/9/14,M,7/21/15,17,Labrador Retriever,No_END,Black,48617,26675,6/9/14,,,Secondary Raiser
19174,4Y14,York,Y14,7105,4/15/14,M,8/18/15,17,Labrador Retriever,No_END,Yellow,48625,21116,6/17/14,4/25/15,,Puppy Raiser/primary
19205,10BB14,Bess,BB14,7105,5/7/14,F,7/21/15,17,Labrador Retriever,No_END,Black,48750,5943,7/13/14,7/21/15,,Puppy Raiser/primary
19229,4CC14,Casper,CC14,7105,5/12/14,M,7/21/15,17,Labrador Retriever,No_END,Yellow,48767,26800,7/16/14,7/21/15,,Puppy Raiser/primary
19250,8DD14,Diana,DD14,7105,5/18/14,F,8/18/15,17,Labrador Retriever,No_END,Yellow,48768,26801,7/16/14,5/12/15,,Puppy Raiser/primary
18803,3K413,Kara,K413,7105,11/15/13,F,2/24/15,17,Labrador Retriever,No_END,Yellow,47720,21585,1/21/14,2/24/15,,Puppy Raiser/primary
18482,5N313,Noel,N313,7105,9/1/13,F,1/28/15,17,Labrador Retriever,No_END,Yellow,47726,26356,11/5/13,,,Veterinary sponsor for pups
18855,6R413,Rozzie,R413,7105,12/11/13,F,9/14/15,17,Labrador Retriever,No_END,Yellow,47746,8824,2/4/14,3/24/15,9/4/15,Puppy Raiser/primary
18816,8L413,Lena,L413,7105,11/19/13,F,4/28/15,17,Labrador Retriever,No_END,Yellow,47747,24676,1/21/14,4/28/15,,Puppy Raiser/primary
18804,4K413,Kayak,K413,7105,11/15/13,M,5/5/15,17,Labrador Retriever,No_END,Yellow,47755,22429,1/21/14,,,Veterinary sponsor for pups
18824,6M413,Mickey,M413,7105,11/20/13,M,5/7/15,17,Labrador Retriever,No_END,Yellow,47763,4852,2/6/14,4/28/15,,Puppy Raiser/primary
18835,8N413,Noya,N413,7105,11/26/13,F,3/25/15,17,Labrador Retriever,No_END,Black,47810,12020,2/18/14,6/23/14,,Puppy Raiser/primary
18519,4P313,Peru,P313,7105,9/7/13,M,2/24/15,17,Labrador Retriever,No_END,Black,47820,24605,2/12/14,2/24/15,,Puppy Raiser/primary
18855,6R413,Rozzie,R413,7105,12/11/13,F,9/14/15,17,Labrador Retriever,No_END,Yellow,47833,7328,2/8/14,,,Veterinary sponsor for pups
18611,8A413,Angelo,A413,7105,9/20/13,M,2/25/15,17,Labrador Retriever,No_END,Yellow,47942,7791,1/27/14,,,Veterinary sponsor for pups
18920,4E14,Elliott,E14,7105,1/29/14,M,4/28/15,17,Labrador Retriever,No_END,Black,48044,22827,3/27/14,4/28/15,,Puppy Raiser/primary
18921,5E14,Erie,E14,7105,1/29/14,F,8/20/15,17,Labrador Retriever,No_END,Black,48045,17463,3/27/14,6/23/15,,Puppy Raiser/primary
18891,7A14,Aries,A14,7105,1/7/14,M,7/21/15,17,Labrador Retriever,No_END,Black,48077,26413,4/3/14,6/23/15,,Puppy Raiser/primary
18909,6D14,Derby,D14,7105,1/19/14,M,4/28/15,17,Labrador Retriever,No_END,Black,48079,26415,3/21/14,4/28/15,,Puppy Raiser/primary
18890,6A14,Agnes,A14,7105,1/7/14,F,5/20/15,17,Labrador Retriever,No_END,Black,48124,26514,4/12/14,6/14/14,6/14/14,Puppy Raiser/primary
18890,6A14,Agnes,A14,7105,1/7/14,F,5/20/15,17,Labrador Retriever,No_END,Black,48126,22392,4/12/14,,,Veterinary sponsor for pups
18990,7H14,Hedy,H14,7105,2/16/14,F,7/21/15,17,Labrador Retriever,No_END,Black,48211,24678,4/18/14,7/21/15,,Puppy Raiser/primary
18964,4F14,Fate,F14,7105,2/6/14,F,5/27/15,17,Labrador Retriever,No_END,Yellow,48236,25314,4/28/14,5/19/15,,Puppy Raiser/primary
18996,3I14,Intrigue,I14,7105,2/17/14,F,7/21/15,17,Labrador Retriever,No_END,Black/tan,48252,2314,4/22/14,7/21/15,,Puppy Raiser/primary
19053,1L14,Luna,L14,7105,3/6/14,F,8/18/15,17,Labrador Retriever,No_END,Yellow,48320,24538,5/2/14,8/18/15,,Puppy Raiser/primary
19030,7K14,Kirstie,K14,7105,3/1/14,F,5/19/15,17,Labrador Retriever,No_END,Yellow,48322,4466,5/2/14,5/19/15,,Puppy Raiser/primary
19056,4L14,Liza,L14,7105,3/6/14,F,9/29/15,17,Labrador Retriever,No_END,Yellow,48323,22840,5/2/14,6/27/14,,Puppy Raiser/primary
19062,4M14,Maida,M14,7105,3/11/14,F,9/16/15,17,German Shepherd,No_END,Black/tan,48340,20327,5/6/14,9/15/15,,Puppy Raiser/primary
19060,2M14,Marsh,M14,7105,3/11/14,M,8/6/15,17,German Shepherd,No_END,Black/tan,48345,16892,5/6/14,6/23/15,,Puppy Raiser/primary
18917,1E14,Elana,E14,7105,1/29/14,F,4/28/15,17,Labrador Retriever,No_END,Black,48358,8444,5/8/14,4/28/15,,Puppy Raiser/primary
18998,5I14,Ink,I14,7105,2/17/14,M,6/23/15,17,Labrador Retriever,No_END,Black,48361,26751,5/9/14,6/23/15,,Puppy Raiser/primary
19063,5M14,Mark,M14,7105,3/11/14,M,7/21/15,17,German Shepherd,No_END,Black/tan,48410,15272,5/17/14,8/19/14,8/18/14,Puppy Raiser/primary
18961,1F14,Frances,F14,7105,2/6/14,F,7/21/15,17,Labrador Retriever,No_END,Yellow,48427,26708,5/20/14,7/21/15,,Puppy Raiser/primary
19096,6O14,Ormond,O14,7105,3/19/14,M,6/23/15,17,Labrador Retriever,No_END,Yellow,48441,25411,5/20/14,6/23/15,,Puppy Raiser/primary
19035,12K14,Kismet,K14,7105,3/1/14,F,7/8/15,17,Labrador Retriever,No_END,Yellow,48448,26462,5/21/14,6/23/15,,Puppy Raiser/primary
19087,3N14,Nettles,N14,7105,3/14/14,F,9/16/15,17,Labrador Retriever,No_END,Yellow,48449,25344,5/21/14,9/4/14,9/4/14,Puppy Raiser/primary
19125,6S14,Splash,S14,7105,3/25/14,M,6/23/15,17,Labrador Retriever,No_END,Black,48459,26524,5/28/14,6/23/15,,Puppy Raiser/primary
19129,2T14,Temple,T14,7105,3/25/14,F,8/27/15,17,German Shepherd,No_END,Black/tan,48484,6937,5/29/14,12/13/14,,Puppy Raiser/primary
19107,7P14,Paprika,P14,7105,3/21/14,F,6/23/15,17,Labrador Retriever,No_END,Black,48491,21906,5/24/14,6/23/15,,Puppy Raiser/primary
19120,1S14,Scully,S14,7105,3/25/14,F,6/23/15,17,Labrador Retriever,No_END,Black,48492,9010,5/27/14,6/23/15,,Puppy Raiser/primary
19193,2AA14,Artie,AA14,7105,5/3/14,M,8/18/15,17,Labrador Retriever,Dog health problem,Yellow,48784,25592,7/17/14,8/18/15,,Puppy Raiser/primary
19196,1BB14,Bach,BB14,7105,5/7/14,M,9/15/15,17,Labrador Retriever,No_END,Black,48786,26828,7/18/14,1/19/15,,Puppy Raiser/primary
18413,6K313,Kenner,K313,7105,8/16/13,M,12/16/14,17,Labrador Retriever,No_END,Black,48787,4520,7/17/14,12/16/14,,Puppy Raiser/primary
19195,4AA14,Aleda,AA14,7105,5/3/14,F,10/13/15,17,Labrador Retriever,No_END,Black,48789,21290,7/16/14,10/13/15,,Puppy Raiser/primary
19382,4SS14,Shea,SS14,7105,7/7/14,M,12/15/15,17,Labrador Retriever,No_END,Yellow,49500,26829,11/6/14,12/15/15,,Puppy Raiser/primary
19513,2H314,Henrietta,H314,7105,9/6/14,F,12/18/15,17,Labrador Retriever,No_END,Black,49504,26819,11/12/14,12/15/15,,Puppy Raiser/primary
19334,4NN14,Natalia,NN14,7105,6/24/14,F,10/23/15,17,Labrador Retriever,No_END,Yellow,49510,6047,11/8/14,6/13/15,,Puppy Raiser/primary
19471,4C314,Chris,C314,7105,8/15/14,M,12/15/15,17,Labrador Retriever,No_END,Yellow,49531,13696,11/8/14,,,Secondary Raiser
18906,3D14,David,D14,7105,1/19/14,M,4/28/15,17,Labrador Retriever,No_END,Black,50437,17406,4/29/14,,,Veterinary sponsor for pups
19384,6SS14,Squire,SS14,7105,7/7/14,M,11/10/15,17,Labrador Retriever,No_END,Black,50468,27625,4/14/15,11/10/15,,Puppy Raiser/primary
19247,5DD14,Darren,DD14,7105,5/18/14,M,8/17/15,17,Labrador Retriever,No_END,Yellow,48803,26879,7/18/14,8/17/15,,Puppy Raiser/primary
19230,5CC14,Cherish,CC14,7105,5/12/14,F,9/15/15,17,Labrador Retriever,No_END,Black,48812,23306,7/23/14,11/10/14,,Puppy Raiser/primary
19266,2FF14,Fargo,FF14,7105,5/26/14,M,10/14/15,17,Labrador Retriever,No_END,Yellow,48813,19527,7/23/14,8/6/14,8/6/14,Puppy Raiser/primary
19269,5FF14,Finley,FF14,7105,5/26/14,M,7/22/15,17,Labrador Retriever,No_END,Yellow,48814,25235,7/31/14,7/21/15,,Puppy Raiser/primary
19175,5Y14,Yodel,Y14,7105,4/15/14,F,7/25/15,17,Labrador Retriever,No_END,Yellow,48829,2404,7/17/14,7/21/15,,Puppy Raiser/primary
19256,2EE14,Elaine,EE14,7105,5/25/14,F,9/29/15,17,Labrador Retriever,No_END,Black,48861,25129,8/4/14,9/15/15,,Puppy Raiser/primary
19283,1GG14,Giada,GG14,7105,6/3/14,F,9/15/15,17,Labrador Retriever,No_END,Black,48862,21266,8/4/14,1/3/15,,Puppy Raiser/primary
19259,5EE14,Estelle,EE14,7105,5/25/14,F,9/15/15,17,Labrador Retriever,No_END,Black,48866,22556,7/24/14,6/28/15,,Puppy Raiser/primary
19284,2GG14,Gingee,GG14,7105,6/3/14,F,9/15/15,17,Labrador Retriever,No_END,Yellow,48876,25661,8/4/14,9/15/15,,Puppy Raiser/primary
19284,2GG14,Gingee,GG14,7105,6/3/14,F,9/15/15,17,Labrador Retriever,No_END,Yellow,48877,26533,8/4/14,1/1/15,,Secondary Raiser
19285,3GG14,Gabe,GG14,7105,6/3/14,M,10/13/15,17,Labrador Retriever,No_END,Black,48878,22259,8/3/14,10/13/15,,Puppy Raiser/primary
19263,9EE14,Ezra,EE14,7105,5/25/14,M,8/18/15,17,Labrador Retriever,No_END,Black,48890,25803,8/5/14,8/18/15,,Puppy Raiser/primary
19260,6EE14,Edwin,EE14,7105,5/25/14,M,9/15/15,17,Labrador Retriever,No_END,Black,48891,23043,8/5/14,11/1/14,,Puppy Raiser/primary
19261,7EE14,Eben,EE14,7105,5/25/14,M,8/19/15,17,Labrador Retriever,No_END,Black,48892,19897,8/5/14,8/18/15,,Puppy Raiser/primary
19268,4FF14,Fergus,FF14,7105,5/26/14,M,9/15/15,17,Labrador Retriever,No_END,Yellow,48893,25424,8/5/14,9/15/15,,Puppy Raiser/primary
19262,8EE14,Enid,EE14,7105,5/25/14,F,8/19/15,17,Labrador Retriever,No_END,Black,48960,26946,8/19/14,8/18/15,,Puppy Raiser/primary
19308,3JJ14,Jada,JJ14,7105,6/13/14,F,11/24/15,17,Labrador Retriever,No_END,Yellow,48964,26945,8/19/14,10/13/15,,Puppy Raiser/primary
19311,3KK14,Kava,KK14,7105,6/13/14,F,10/13/15,17,Labrador Retriever,No_END,Black,48967,24673,8/19/14,10/13/15,,Puppy Raiser/primary
19324,6LL14,Libra,LL14,7105,6/20/14,F,9/15/15,17,Labrador Retriever,No_END,Black,48968,5770,8/19/14,9/15/15,,Puppy Raiser/primary
19257,3EE14,Eva,EE14,7105,5/25/14,F,9/16/15,17,Labrador Retriever,No_END,Black,48969,26573,8/17/14,9/15/15,,Puppy Raiser/primary
19313,5KK14,Keenan,KK14,7105,6/13/14,M,9/15/15,17,Labrador Retriever,No_END,Yellow,48970,25581,8/18/14,9/15/15,,Puppy Raiser/primary
19316,8KK14,Keely,KK14,7105,6/13/14,F,10/13/15,17,Labrador Retriever,No_END,Yellow,48971,25587,8/15/14,10/13/15,,Puppy Raiser/primary
19266,2FF14,Fargo,FF14,7105,5/26/14,M,10/14/15,17,Labrador Retriever,No_END,Yellow,48985,26561,8/12/14,8/18/15,,Puppy Raiser/primary
19266,2FF14,Fargo,FF14,7105,5/26/14,M,10/14/15,17,Labrador Retriever,No_END,Yellow,48988,26523,8/12/14,,,Secondary Raiser
19320,2LL14,Landry,LL14,7105,6/20/14,M,9/15/15,17,Labrador Retriever,No_END,Yellow,48994,22840,8/23/14,9/15/15,,Puppy Raiser/primary
19270,6FF14,Fonda,FF14,7105,5/26/14,F,8/19/15,17,Labrador Retriever,No_END,Yellow,48996,26948,8/25/14,8/18/15,,Puppy Raiser/primary
19260,6EE14,Edwin,EE14,7105,5/25/14,M,9/15/15,17,Labrador Retriever,No_END,Black,49005,7409,8/20/14,,,Veterinary sponsor for pups
19329,5MM14,Maxine,MM14,7105,6/22/14,F,9/15/15,17,German Shepherd,No_END,Black/tan,49007,20106,8/24/14,9/15/15,,Puppy Raiser/primary
19288,6GG14,Garmin,GG14,7105,6/3/14,M,10/13/15,17,Labrador Retriever,No_END,Black,49018,25020,8/5/14,10/13/15,,Puppy Raiser/primary
19334,4NN14,Natalia,NN14,7105,6/24/14,F,10/23/15,17,Labrador Retriever,No_END,Yellow,49020,21061,8/27/14,11/1/14,,Puppy Raiser/primary
19338,8NN14,Nonnie,NN14,7105,6/24/14,F,10/13/15,17,Labrador Retriever,No_END,Yellow,49021,26921,8/28/14,10/13/15,,Puppy Raiser/primary
19354,7PP14,Pita,PP14,7105,6/29/14,F,9/15/15,17,Labrador Retriever,No_END,Black,49039,4802,9/3/14,9/15/15,,Puppy Raiser/primary
19356,9PP14,Pruitt,PP14,7105,6/29/14,M,10/13/15,17,Labrador Retriever,No_END,Black,49049,26920,9/4/14,9/26/14,9/26/14,Puppy Raiser/primary
19263,9EE14,Ezra,EE14,7105,5/25/14,M,8/18/15,17,Labrador Retriever,No_END,Black,49057,25843,8/5/14,,,Veterinary sponsor for pups
19268,4FF14,Fergus,FF14,7105,5/26/14,M,9/15/15,17,Labrador Retriever,No_END,Yellow,49058,25593,8/10/14,,,Veterinary sponsor for pups
19353,6PP14,Perry,PP14,7105,6/29/14,M,10/13/15,17,Labrador Retriever,No_END,Black,49092,26925,9/5/14,10/13/15,,Puppy Raiser/primary
19379,1SS14,Sabrina,SS14,7105,7/7/14,F,11/10/15,17,Labrador Retriever,No_END,Black,49096,23364,9/9/14,11/10/15,,Puppy Raiser/primary
19384,6SS14,Squire,SS14,7105,7/7/14,M,11/10/15,17,Labrador Retriever,No_END,Black,49098,27010,9/9/14,4/2/15,,Puppy Raiser/primary
19390,2TT14,Tommy,TT14,7105,7/12/14,M,11/10/15,17,Labrador Retriever,No_END,Yellow,49102,25858,9/9/14,11/10/15,,Puppy Raiser/primary
19393,5TT14,Topper,TT14,7105,7/12/14,M,11/10/15,17,Labrador Retriever,No_END,Black,49103,25718,9/9/14,11/10/15,,Puppy Raiser/primary
19087,3N14,Nettles,N14,7105,3/14/14,F,9/16/15,17,Labrador Retriever,No_END,Yellow,49104,27011,9/4/14,9/15/15,,Puppy Raiser/primary
